place_name,latitude,longitude,rating,review_text,Shop_Type
MATCHATUALS,7.1889555,125.4489157,5,"Ordered a customized ketogenic dirty matcha from a top-rated matcha spot here in Calinan, and it did not disappoint. Rich matcha flavor with a smooth coffee kick, plus great service. They really paid attention to what I asked for. Highly recommended! 🍵👌🏻",Coffee
MATCHATUALS,7.1889555,125.4489157,5,"MATCHA YUMMYYYY!!! 😋 A very cute matcha slow bar/ shop 💚 Perfect for people who wants to do a quick stop, pick ups and take outs! I love the Matcha cheesecake, the sourness and creaminess of the cream cheese compliments the earthy flavor of the matcha. I personally dont like too sweet drinks so this was perfect for me!! Its also affordable!! Such a good deal, you get delicious matcha latte. You can opt to have ceremonial grade matcha and sub to oat milk/ non dairy 🙂 ↕️ Other drinks weve tried: Tiger Brown Matcha and Matcha Crimson Berry (Strawberry matcha)",Coffee
MATCHATUALS,7.1889555,125.4489157,5,"Excellent service. Their matcha is really good, not too sweet, but if you like your drink sweet, you can ask for more sweetness I guess and knowing the price of their drinks are really budget friendly or we can say cheap since the target market are those people around their area. We were there on their first opening after renovation of their store and the place is nice and warm for customers while waiting for their orders. I highly recommend.✨",Coffee
MATCHATUALS,7.1889555,125.4489157,5,"The matcha here is deep and earthy, not overly sweet that masks its true flavor. They also have some interesting matcha drink combinations that are worth trying.",Coffee
MATCHATUALS,7.1889555,125.4489157,5,Ceremonial Matcha was good!☺️ Strawberry bloom milkshake was also good!☺️ It was affordable and we recommend it!,Coffee
MATCHATUALS,7.1889555,125.4489157,5,5/5 price 5/5 taste of matcha 🫶🏻 …,Coffee
MATCHATUALS,7.1889555,125.4489157,5,Their ingredients are authentic. 🥰 Highly recommended sa mga matcha flavored drink lovers ❤️,Coffee
MATCHATUALS,7.1889555,125.4489157,5,It's A Good MatchAtuals Coffee,Coffee
MATCHATUALS,7.1889555,125.4489157,5,Highly recommend!!! Authentic matcha taste ❤️,Coffee
MATCHATUALS,7.1889555,125.4489157,5,Cravings satisfied! Thank you matchatuals 💕,Coffee
MATCHATUALS,7.1889555,125.4489157,5,100/10⭐️⭐️⭐️⭐️⭐️,Coffee
MATCHATUALS,7.1889555,125.4489157,5,Recommended 👍🙌,Coffee
MATCHATUALS,7.1889555,125.4489157,4,Good,Coffee
MATCHATUALS,7.1889555,125.4489157,5,"About the products, I've only tried 2 flavors, but I really like them, as in, there's no additives, the mixture is just right. Right now, strawberry bloom milkshake is still my favorite HAHAHAHAH next time I'll try the others 🤗 About the staff, Kuya Eyeglass and his colleagues are very friendly and very hands-on 😂 The quality of your service and products is very good, and I'm sure that if you continue your efforts and expand your reach, your business will continue to grow. I hope it continues to grow, and I hope you continue to improve your service. God Bless 🙏",Coffee
MATCHATUALS,7.1889555,125.4489157,5,"Very friendly approach, too shy to give feedback in person hehe. Might come back again, the matcha is very superb and the pastry is also homemade💚",Coffee
MATCHATUALS,7.1889555,125.4489157,5,"Not a fan of matcha drinks but MATCHATUALS??? Yes girl 1000/10! Nothing was spared in the ingredients and it's still very affordable. If you're from Calinan, MATCHATUALS is for the go! 💗🎀",Coffee
MATCHATUALS,7.1889555,125.4489157,4,,Coffee
MATCHATUALS,7.1889555,125.4489157,5,,Coffee
MATCHATUALS,7.1889555,125.4489157,5,,Coffee
MATCHATUALS,7.1889555,125.4489157,5,Very delicious 💚 …,Coffee
MATCHATUALS,7.1889555,125.4489157,5,,Coffee
MATCHATUALS,7.1889555,125.4489157,5,,Coffee
MATCHATUALS,7.1889555,125.4489157,4,,Coffee
MATCHATUALS,7.1889555,125.4489157,5,,Coffee
MATCHATUALS,7.1889555,125.4489157,5,,Coffee
