place_name,latitude,longitude,rating,review_text,Shop_Type
Anniepie,7.0945147,125.5939615,3,"Annipie sits right in the middle of the mall, making it a cozy and convenient spot to rest and chill after a long day of malling—something we actually don't have much of in Manila, so we decided to try some of their interesting menu items. As a palabok lover, I can't say theirs is anything amazing or standout; it's an okay merienda if you just want something light while enjoying your coffee. Same goes for the matcha and the coffee drinks—nothing exceptionally good or wow-factor, but decent enough. Their cinnamon bread also leans more like a soft pandesal–briochy bun topped with cream cinnamon sauce and chocolate chips rather than the usual cinnamon roll type. What we did like is that both the palabok noodles and the sardine pasta were cooked al dente, which is always appreciated. And service-wise, the staff were warm, attentive, and quick to respond to requests. Overall, Annipie isn't somewhere I'd specifically recommend for the food itself, but it is a pleasant place to sit down for a while, rest your feet, and catch up with friends over a simple snack and coffee.",Coffee
Anniepie,7.0945147,125.5939615,5,This was a suggested of a colleague at work and I didn't regret going there. I order pork hickory belly and pink lemonade slushies. The pork belly was tender and it sauce is not too overpowering. The pink lemonade slushie helped me cool down in a thursday warm night :),Coffee
Anniepie,7.0945147,125.5939615,3,"This is a nice café/bakery in Abreeza mall to relax while shopping. They have a big selection of pastries and cakes in their menu, but, unfortunately, many items are unavailable. The thing was the choices we had were all available in the former of whole, but not slices. It seems like they take the route of this method so that the clients may feel forced to spend more and get the whole piece. This method is rather outdated in the catering industry! Consider that most of the time, the tables are taken, so you may need to wait for a while to be seated.",Coffee
Anniepie,7.0945147,125.5939615,4,We went to #AnniePieBakeryCafe in @iloveabreezamall and I am not disappointed to say the least. I ordered Roast Beef for dinner and Pistachio Latte for palate cleansing. Both tastes heavenly. My friend had Carbonara and Cappuccino. We both had a Revel Bar for dessert. Anniepie Bakery Cafe is highly recommended.,Coffee
Anniepie,7.0945147,125.5939615,5,"The staff were very friendly and nice. I ordered the pork adobo and it was really good, and the price is reasonably comparable with the location in the mall. Highly recommended.",Coffee
Anniepie,7.0945147,125.5939615,5,"A great place to stop for a coffee w some of the most delicious cinnamon rolls in town. However, their rice meals, sandwiches and pastas are nicely prepared as well.",Coffee
Anniepie,7.0945147,125.5939615,4,"At Anniepie, the family had a delightful cake and some tasty snacks, while I opted for a refreshing americano. Everyone seemed thoroughly satisfied with their meal.",Coffee
Anniepie,7.0945147,125.5939615,5,I am a cinnamon lover especially on pastries and Annipie is by far one of the best I tasted. Whats more interesting is that its purely Mindanaoan and I was able to bring it here in Cebu for my kids. I guess I have another reason to visit and experience Davao more.,Coffee
Anniepie,7.0945147,125.5939615,5,Looking for a place to eat and Annipie Bakery Cafe in Abreeza Mall caught my attention and I gave it a try. Service and food were both great and the price seemed fair for being in the mall. I had the Roast Beef in Mushroom Sauce and an iced Matcha Tea and for desert I tried the Blondie Brownie. I'll return and try something else off the menu.,Coffee
Anniepie,7.0945147,125.5939615,5,"When you're in Davao, Annipie is a must-try! 😉 This is the best local cinnamon rolls and pastry shop in town! I think this is a homegrown shop. I'm really satisfied with their cinnamon rolls, brownies, pastas, and iced drinks. Good for the sweet tooth since they're all sugary, but you must watch out if you're diabetic. Aside from snacks, they also serve meals. Hence, it is crowded during lunch and dinner time. They accept cash, debit/credit cards, and QR payments. Great for techy young adults! I will certainly always consider dining in here when I'm at Abreeza. You should check it out here, too!",Coffee
