place_name,latitude,longitude,rating,review_text,Shop_Type
Cafe Basilico,7.0238086,125.4934131,5,Came in with no expectations. Was nearby and a little hungry. Parking was easy. Plenty of seating available. It was after the lunch rush. Just got pizza and hot chocolates. Pizza was excellent. Drinks were a little on the sweeter side. Service was fast. They even had a guy who looked out for our vehicle while we were backing out. Can't complain about anything in my first visit.,Coffee
Cafe Basilico,7.0238086,125.4934131,4,"March 2025 — Café Basilico continues to be our reliable ""go-to"" in the south. They have been consistently serving us high-quality Italian-inspired dishes with generous portions and fair pricing. While there is a 6% service fee, it feels completely warranted here since the servers are attentive and proactive without being overbearing, ensuring our drinks are always full and the dining flow is seamless. We've visited twice recently, and the quality hasn't wavered. Here's a breakdown of what we've tried: First visit: Bacon Steak – ₱380 Chicken Cotoletta – ₱390 Chicken Parmigiana – ₱270 Aglio Olio – ₱270 Tiramisu Cake – ₱260 VAT + Service Charge 6% – ₱88.39 Total – ₱1,738.39 Second visit: Aglio Olio – ₱270 Chicken Cotoletta – ₱390 Beef Bourguignon – ₱390 Bolognese – ₱370 Pistachio Tiramisu – ₱360 VAT + Service Charge 6% – ₱95.36 Total – ₱1,875.36 The Chicken Cotoletta (₱390) is ""goated"", perfectly breaded and massive. The Bacon Steak (₱380) is another favorite for its thick, smoky cut, while the Beef Bourguignon (₱390) offers a deep, slow-cooked richness that's hard to find elsewhere in Toril. The Aglio Olio (₱270) is simple but executed perfectly with the right amount of garlic and oil. If you prefer something heartier, the Bolognese (₱370) is a solid, classic choice. For the portion sizes, these meals are easily shareable, making the value-for-money quite high. The café is highly accessible, located right along Manambulan-Tagakpan Road (the Davao-Cotabato Old Road) in Crossing Bayabas. The shared parking area fits about 12 cars max, which can get ""complex"" during peak weekend hours. The cozy, well-lit interior fits approximately 40 pax. The toilet is notably clean, nicely decorated, and fully PWD-accessible, which reflects their overall attention to customer comfort. Whether you're a local or just passing through the Coastal Road, this remains the best spot in Toril for a proper Italian-style meal. It's so popular now that they've even opened a Trattoria branch at SK Complex in Bajada for those who don't want to make the drive south.",Coffee
Cafe Basilico,7.0238086,125.4934131,5,"Food was very good and the service was great as well. The place is big but would easily get full during peak hours, as well as the parking, so better get there early if you want a spot (especially if you don't have a reservation). We had there Basque Cheesecake and Tiramisu for dessert, the cheesecake was lovely (the taste reminded me of a cafe in Maokong); Tiramisu is just right. We also had Carbonara and Bacon Steak, both are good. Carbonara was legit and the bacon serving was generous. Would I travel 280km to dine here again? Yes, definitely.",Coffee
Cafe Basilico,7.0238086,125.4934131,5,"I had always planned to come here and finally I went there last weekend and ordered Pizza Marinara, Bacon Steak for sharing, and Spanish Latte. The pizza and steak were impressive. Lots of flavor and the meat was very tender. The atmosphere is cozy and relaxing. It was perfect for a good conversation with friends - a perfect place to hangout and connect with buddies. The flavors are authentic and I will be coming back again.",Coffee
Cafe Basilico,7.0238086,125.4934131,5,"Surprise! I had never expected a high standard Restaurant at this level in Toril! All of the ambience, Staff and food could easily place also in Berlin or New York. I thought it is a newly opened restaurant, just to discover it is here for more than 2 years. Even the Toilet is still at international standard (rare in the Philippines, Pinoys seems to hate clean and nice CR's...). Food serving is very fast; first salad comes after 5 Minutes... fresh lettuce! Also, the carrots and beans in our main meals are fresh, not from frozen ones. Tiramisu-Coffee was very good, no bitter background. I think it was the first coffee my wife called ""good"", because i make a very good coffee at home she likes, so this is a medal to the Cafe Basilico. It is for us nearly one hour drive to get there, but we are sometimes in Diegos or south, so we will come back often more on way back. Wish it would be closer to our place; it would be our favorite. The Interior has also a touch of co-working space, and they also offer Wifi, but i did not check the quality of this. Maybe the French chanson style bar music is a little bit angering, fresh beat pop songs would rather fit to the young (or at least not too old) customers. But that's my private taste, everyone else might have a different meaning about this. The Food quality indeed is beyond any critic, it is good, fresh and well prepared food made of high quality fresh ingredients.",Coffee
Cafe Basilico,7.0238086,125.4934131,5,Me and my wife ate there recently and had a wonderful meal. The portions are big and the value is good. I recommend this place.,Coffee
Cafe Basilico,7.0238086,125.4934131,4,"Cafe Basilico is one of the few restaurants in Davao that strikes a good balance between ambiance and food quality. We were a group of four and spent under ₱2,000 which felt like good value considering we had salad, pizza, aglio olio, and chicken parmigiana. Everything tasted reasonably good, and the portions were satisfying. The place has a rustic charm that feels refreshing and tastefully done. It's not over-the-top or gimmicky, which I appreciate. That said, it can get quite noisy, especially when the place fills up. We also had some trouble getting the attention of the servers, partly due to the noise and partly because they weren't wearing nameplates, which made it harder to call someone over. For dessert, we originally wanted the pistachio cheesecake, but it was unavailable. We ended up trying the pistachio tiramisu, which left me a bit confused. It had the pistachio flavor, but the texture and layers were more like chiffon cake. It didn't really resemble tiramisu in taste or structure, so a different name might manage expectations better. Parking was okay but felt oddly arranged. It would help a lot if there were a security guard or staff member around to guide cars and assist in calling out vehicle owners when needed. Overall, Cafe Basilico stands out as one of the more grounded and genuinely enjoyable spots in Davao. It's not trying too hard, which in itself is a breath of fresh air. I hope they continue to improve on the little details.",Coffee
Cafe Basilico,7.0238086,125.4934131,5,"There are many options available, and the servings are generous compared to the pictures. It's affordable, and the coffees are delicious, especially the cioccolato calda croissant. However, I didn't enjoy the carbonara. One of my favorites is the tiramisu latte and chicken cotoletta. The only downside was that some customers were quite noisy, and the staff didn't do much to quiet them down. The aesthetic of the area is nice, but we were unlucky to have a very loud group on the other table sharing a pizza, and they took a long time to leave 😆",Coffee
Cafe Basilico,7.0238086,125.4934131,5,"We had dinner here but forgot to make a reservation, so we had to wait to be seated. Initially, we were placed in an area with small tables, but when we noticed the island table, we requested to be seated there instead since we were a large group. They kindly accommodated our request. The food arrived within a normal serving time. We tried the Tartufo and Bacon Steak, and it did not disappoint. The pasta was perfectly al dente, and the truffle flavor and sauce weren't too overpowering. The bacon was a bit tough, but the flavor was good. The portions were generous as well. I'm looking forward to coming back and trying their other dishes.",Coffee
Cafe Basilico,7.0238086,125.4934131,4,"The coffee shop is a new spot for coffee lovers in the city. There are plenty of coffee shops but this one is lit. They've got good food, a nice looking and spacious place with a parking space to boost. The cafe is quite far from out place but the travel is worth it. One of the coffee shops we could bring our guests to because of the nice ambiance and food. It's definitely on my list.",Coffee
