place_name,latitude,longitude,rating,review_text
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,4,"The place is clean and easy to find. The design is modern and have good ambiance. My son loves the pizza and said that the chocolate drink is really good. I love their tea sets and the tea itself."
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,4,"Unavoidably along the road right beside Twin Palms Residences, your eyes will revert to the two floors of space and sufficient parking lot. Staff were friendlier than their other branch. Menu had a lot to suggest….And because it’s Kadayawan month, I went to pick up the (limited) specials— the CEREAL DURIAN LATTE and the TARO COCONUT LATTE. So, come in for ‘em before they’re gone!"
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,3,"Though we understand that they do not allow outside food and we respect that. We were just sad that we were not able to eat the cake we brought to have a low-key celebration for a friend's birthday even though we ordered from their menu. I hope they will consider it soon."
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,"Okay, so Paramount TP's pepperoni pizza? Seriously good. The crust was amazing, the cheese was all melty and gooey, and there was just the right amount of pepperoni. Definitely worth checking out! 😋 #ParamountTP #PizzaTime #DavaoFood #SoGood"
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,"Paramount Coffee Twinpalm has such a cozy and inviting atmosphere! The book-lined walls create a unique and charming ambiance, perfect for relaxing with a good book and a great cup of coffee. Highly recommend for a quiet escape. 📚☕️ #ParamountCoffee #Twinpalm #CoffeeShopVibes #BookLover."
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,"Their coffee is great and their place is ideal for online freelancers. They don’t have wifi yet but Speedtest using Smart is around 100mbps. Tip: Bring an extension wire in case you are far from electrical outlets. Operating hours Weekdays: 1pm - 10pm Weekends: 2pm - 11pm Electrical Outlets Ground floor: 1 slot 2nd floor: 6 slots Internet Wifi: none Speedtest (Smart): 80 - 100mbps (test performed around 8pm) Parking Space: Huge CR: 2 Rice meals: None"
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,3,"Closes at 11pm but don’t accept any orders too early. (I arrived there at 10:15pm) happened to me twice."
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,4,"Good food and coffee, good place. Not a lot of options sa menu. With parking area. Clean restrooms. Cash and gcash. Cards? Last time i remember they do not accept cards for payment. Nice cozy area sa 2nd floor. But hard to do work, read, chill, or study here. Kids from the school nearby make it an extension of their school canteen. 😂 Noisy, sometimes destructive. 😅 Best time to study, read, work, or have a chitchat w friends is during school hours and you're all good."
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,4,"Flavors seems creamier and richer, more organic for me. Definitely love the atmosphere, lots of dining spaces, lots of parking too. Overall nice spot to stop by."
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,"Went to get beans, unfortunately they did not a grinder available however the staff explained each variety excellently and offered personal recommendations."
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,"Good food & ambiance! 🖤"
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,"This is my go-to coffee shop, it has nice coffee and good meals 👍"
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,"Perfect chill ambiance. I would suggest more electric fans tho hehe"
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,"Good relaxing ambience . server was very accommodating Quality coffee ✨"
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,4,"Having a nice place to do work ang to relax."
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,"nice! bilis ng service. aesthetic is power"
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,"A fine place to eat, dine, and coffee"
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,"10/10 food and coffee."
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,"Twas a great Matcha Coffee experience. Cozy place, quite space upstairs, and w8de parking space! ⚡🤙🏼"
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,3,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,4,"The coffee is delicious."
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,"Al fresco"
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,3,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,4,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,3,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,4,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,4,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,""
"Paramount Coffee - Twin Palms",7.0789603,125.5853291,5,""
