place_name,latitude,longitude,rating,review_text
"Fourth Street Cafe",7.0741421,125.596382,3,"Good thing they have air conditioning now! I love the new renovations they did — the place feels more comfortable and refreshing. Their matcha could use a bit of improvement, but I absolutely love their coffee and pastries."
"Fourth Street Cafe",7.0741421,125.596382,4,"… . Walked here from the Acacia or Ponciano area. Second customer. Got the iced 12oz Summer Innovator and the iced 12oz Matcha Milk from the Kid at Heart menu. There was no stock of pastries so we just took out our Wildflour cranberry …"
"Fourth Street Cafe",7.0741421,125.596382,5,"God bless cafes with plant-based milk options. I can enjoy matcha again 🥹 Plus the menu items are very affordable 💖 …"
"Fourth Street Cafe",7.0741421,125.596382,5,"… options like Black, Mocha, DME, and 0104 and they were all delicious. We also got to try their Christmas Special (Matcha Latte with vanilla ice cream) and it was amazing! 📍 The café has a minimalist design that makes it perfect for …"
"Fourth Street Cafe",7.0741421,125.596382,5,"… coffee (for us) but the taste exceeds the price! My bf and I's go-to orders are 339, Affogato, Spanish, Mocha and Matcha! Believe me when I say I was not a matcha lover before til I tasted 4th's. I'm never looking back! Pro-tip: Switch …"
"Fourth Street Cafe",7.0741421,125.596382,5,"Great people managing. I usually get their matcha drink or the one with espresso and some fruit flavors. Really still good price range. Purely coffee and they sell their beans. Quality beans also. They finally enclosed their area since it …"
"Fourth Street Cafe",7.0741421,125.596382,1,"I want to love this cafe but their coffee is so so and my boyfriend’s matcha drink is meh. On a positive note, they do have a friendly staff."
"Fourth Street Cafe",7.0741421,125.596382,1,"Just another overhyped coffee shop. Coffee is average at best and matcha is disappointing (you can tell it’s not of good quality, good quality matcha has a brighter and saturated green color.)"
"Fourth Street Cafe",7.0741421,125.596382,5,"Hidden haven for caffeine enthusiasts around Poblacion. The Coffee menu is definitely worth trying. Matcha latte is plain average."
"Fourth Street Cafe",7.0741421,125.596382,5,"The place is very nice. Jb and the other baristas are very friendly and welcoming. Honestly my go to place when I'm craving for my matcha-espresso combo, but you can always add some ice cream to that 😉 …"
"Fourth Street Cafe",7.0741421,125.596382,4,"Heard about this place because of the opening of Uniqlo Davao. Walked here from the Acacia or Ponciano area. Second customer. Got the iced 12oz Summer Innovator and the iced 12oz Matcha Milk from the Kid at Heart menu. There was no stock of pastries so we just took out our Wildflour cranberry walnut loaf slices. The Summer drink was interesting but I just wished it was citrus sweet like adding a satsuma. The matcha milk was okay and great that it had no clumps. It was ready to serve anyways. Overall, the prices were fair but do update your menu whenever food or drinks are out of stock."
"Fourth Street Cafe",7.0741421,125.596382,5,"Fourth Street coffees are a must-try for any coffee lover! ☕️ My partner and I have tried several of their options like Black, Mocha, DME, and 0104 and they were all delicious. We also got to try their Christmas Special (Matcha Latte with vanilla ice cream) and it was amazing! 📍 The café has a minimalist design that makes it perfect for early morning and late-night visits, providing a peaceful and calm atmosphere. They don't mess around with frills, just good, straightforward coffee. 👨🏻 🍳 The staff is also very friendly and helpful. On our first visit, we didn't know what to order and the barista took the time to explain the different drinks and recommend something that would suit our taste. 🏷 The price point is also great value for such good coffee. Overall, Fourth Street never disappoints. It's definitely a must-visit!"
"Fourth Street Cafe",7.0741421,125.596382,5,"Our favorite coffee in Davao (so far!) Love the minimalist approach, the friendly baristas and the cafe's airy & relaxing atmosphere. Most affordable coffee (for us) but the taste exceeds the price! My bf and I's go-to orders are 339, Affogato, Spanish, Mocha and Matcha! Believe me when I say I was not a matcha lover before til I tasted 4th's. I'm never looking back! Pro-tip: Switch your regular milk to oat milk for just Php 20.00! More power and congrats on your new branch! Looking forward to visiting soon ☕"
"Fourth Street Cafe",7.0741421,125.596382,5,"I normally don’t like matcha drinks but they made a convert out of me."
"Fourth Street Cafe",7.0741421,125.596382,5,"Not so pricey but super lami, loved their matcha!"
"Fourth Street Cafe",7.0741421,125.596382,5,"Loved DME, a bit on the sweeter side but a good combo of matcha and coffee Not expensive"
"Fourth Street Cafe",7.0741421,125.596382,5,"I like there matcha here"
"Fourth Street Cafe",7.0741421,125.596382,5,"Not so pricey but super lami, loved their matcha!"
